case_num,date_filed,status,num_employees,location,nlrb_region,case_url,charged_party
22-CB-301919,08/24/2022,Open,60,"Monroe, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CB-301919,"American Postal Workers Union, Local 0831"
10-CA-301930,08/24/2022,Open,500,"Nashville, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301930,United States Postal Service
22-CA-301966,08/24/2022,Open,10,"Yardville, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-301966,Yardville Supply Co.
01-CA-301918,08/24/2022,Open,1000,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301918,United States Postal Service
21-CA-302009,08/24/2022,Open,100,"Palm Springs, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302009,Desert Regional Medical Center
16-CB-302204,08/24/2022,Open,10,"Houston, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-302204,"National Association of Letter Carriers, Branch 283 (United States Postal Service)"
19-CA-302060,08/24/2022,Open,50,"Kent, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302060,"ABF Freight, Inc."
01-CB-302000,08/24/2022,Open,50,"East Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-302000,IUE-CWA Local 201 (Avis Rent A Car)
28-CA-302125,08/24/2022,Open,60,"Spring Valley, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302125,Caesars Digital
28-CB-302344,08/24/2022,Open,100,"Los Lunas, NM","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CB-302344,"Communication Workers of America Local 9412 (Direct Line Global, LLC)"
07-CA-301967,08/24/2022,Open,1000,"Detroit, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-301967,FCA US LLC d/b/a Stellantis
18-CB-302103,08/24/2022,Open,25,"Fargo, ND","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302103,Teamsters Local Union No. 120 (Holcim-Aggregate)
19-CA-301980,08/24/2022,Open,4,"Missoula, MT","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-301980,United States Postal Service
16-CA-302220,08/24/2022,Open,65,"Houston, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302220,United States Postal Service
13-CA-302018,08/24/2022,Open,50,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-302018,United Tires LLC
10-CB-301957,08/24/2022,Open,25,"McCormick, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-301957,American Postal Workers Union (United States Postal Service)
16-CA-302032,08/23/2022,Open,24,"Austin, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302032,Tiff's Treats
28-CA-302061,08/23/2022,Open,100,"Tolleson, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302061,RUAN Transport Corporation
04-CA-301868,08/23/2022,Open,15,"Harrisburg, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-301868,Knead Pizza
28-CA-302052,08/23/2022,Open,20,"Phoenix, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302052,Circle the City
07-CA-302011,08/23/2022,Open,66,"Lansing, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-302011,"Transdev Services, Inc."
31-CB-301958,08/23/2022,Open,2,"El Segundo, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CB-301958,IBEW Local 11 (touchstone)
25-CA-301872,08/23/2022,Open,65,"Indianapolis, IN","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-301872,"MarketCast, LLC"
04-CB-301897,08/23/2022,Open,100,"Westampton, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CB-301897,"International Association of Machinists and Aerospace Workers, Local Lodge 1061, District 4 (IKEA Distribution Services, Inc.)"
12-CB-301950,08/23/2022,Open,500,"Miami, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CB-301950,"National Postal Mail Handlers Union, Local 318(United States Postal Service)"
10-CA-301913,08/23/2022,Open,5,"Lithia Springs, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301913,Evoque
02-CB-301944,08/23/2022,Open,100,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-301944,Road Carriers Local 707 (Teacher's College Columbia University)
19-CA-301943,08/23/2022,Open,3300,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-301943,United Parcel Service
12-CA-301922,08/23/2022,Open,100,"San Juan, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-301922,United States Postal Service
32-CA-302237,08/23/2022,Open,25,"Pacific Grove, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302237,The Seven Gables Inn
12-CA-301971,08/23/2022,Open,85,"San Juan, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-301971,Servicios Legales de Puerto Rico Inc / SLPR
14-CA-301857,08/23/2022,Open,30,"St. Louis, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-301857,Bussen Quarries
12-CA-301939,08/23/2022,Open,40,"San Juan, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-301939,United States Postal Service
01-CA-301935,08/23/2022,Open,43,"Plymouth, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301935,HOLTEC SECURITY INTERNATIONAL
28-CA-302053,08/23/2022,Open,8,"Tucson, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302053,"Delaware Resource Group of Oklahoma, LLC"
02-CA-301953,08/23/2022,Open,80,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-301953,Peter Pan Bus Lines
28-CA-302058,08/23/2022,Open,7,"Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-302058,National Guard Products
02-CA-301992,08/23/2022,Open,100,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-301992,United States Postal Service
22-CA-302077,08/23/2022,Open,150,"Jersey City, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-302077,"New Bern Transportation, a division of PepsiCo"
10-CA-301839,08/23/2022,Open,100,"Jonesboro, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-301839,United States Postal Service
02-CA-301923,08/23/2022,Open,600,"Yonkers, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-301923,"The Cheesecake Factory Restaurants, Inc."
32-CA-302349,08/23/2022,Open,14,"Alamo, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-302349,Trek Bicycle Alamo
18-CB-302004,08/23/2022,Open,50,"Weston, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302004,CWA Local 4621 (TDS Telecom)
22-CA-301915,08/23/2022,Open,500000,"Red Bank, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-301915,United States Postal Service
16-CA-302110,08/23/2022,Open,15,"Houston, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-302110,ENNO AI JV LLC
21-CA-301986,08/23/2022,Open,15,"La Habra, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-301986,"Ironwood Fabrication, Inc."
18-CA-301999,08/23/2022,Open,11,"Weston, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-301999,TDS Telecom
25-CA-301867,08/23/2022,Open,100,"Springfield (Township), IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-301867,United States Postal Service
13-CB-301927,08/23/2022,Open,20,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-301927,Local 136 Machinery Movers and Erectors (Freeman)
01-CA-301871,08/23/2022,Open,500,"Willimantic, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301871,"Hartford Healthcare, Windham Hospital"
15-CA-301880,08/23/2022,Open,11,"Water Valley, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-301880,United States Postal Service
05-CA-301894,08/23/2022,Open,120,"Upper Marlboro, MD","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-301894,"Amazon, Inc. LLC"
08-CA-301936,08/23/2022,Closed,40,"Brook Park, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-301936,Southshore cable construction Inc.
07-CA-301911,08/23/2022,Open,10,"Battle Creek, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CA-301911,GFL Environmental USA INC
08-CA-301934,08/23/2022,Open,40,"Brook Park, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-301934,South Shore Cable Construction Inc.
15-CA-301949,08/23/2022,Open,600,"Memphis, TN","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-301949,United States Postal Service
05-CA-302071,08/23/2022,Open,100,"Williamsburg, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-302071,Farley Center
20-CB-302101,08/23/2022,Open,500,"San Francisco, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CB-302101,SEIU Local 87 (American Building Maintenance)
08-CA-301972,08/23/2022,Open,150,"Caledonia, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-301972,Mennel Milling
05-CA-301976,08/23/2022,Open,80,"Richmond, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-301976,TFORCE Freight
21-CB-301906,08/23/2022,Open,100,"Norwalk, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CB-301906,"National Association of Letter Carriers, Branch 1100 (United States Postal Service)"
08-CA-301916,08/23/2022,Open,138,"Canton, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-301916,American Electric Power
14-CA-301875,08/23/2022,Open,25,"Defiance, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-301875,"Frisella Nursery, Inc."
20-CA-302118,08/23/2022,Open,1500,"San Francisco, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-302118,United States Postal Service
03-CA-301886,08/23/2022,Open,400,"Castleton-on-Hudson, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-301886,Amazon.com Services Inc.
19-CA-301881,08/23/2022,Open,148,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-301881,United States Postal Service
27-CA-301924,08/23/2022,Open,500,"Denver, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-301924,The One Group
09-CA-301990,08/23/2022,Open,10,"Columbus, OH","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-301990,AIRE-FLO
01-CA-301855,08/23/2022,Open,321,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301855,BLOCK BY BLOCK
25-CA-301878,08/23/2022,Open,50,"Jacksonville, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-301878,Arcadia Care
01-CA-301900,08/23/2022,Open,1500,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-301900,BERKLEE COLLEGE OF MUSIC
12-CA-301937,08/23/2022,Open,60,"Ocala, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-301937,"Embarq Florida, Inc."
02-CA-301942,08/23/2022,Open,100,"Yonkers, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-301942,"Cosan Construction Corp. (""Cosan"") and AMCG Inc. and Trade Solutions Inc."
14-CB-301902,08/23/2022,Open,50,"Broken Arrow, OK","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-301902,NRLCA (United States Postal Service)
02-CB-301885,08/23/2022,Open,1,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-301885,Hotel Motel Trade Union Local 6 (Plaza Hotel Kitchen)
29-CA-301945,08/23/2022,Open,130,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-301945,Brooklyn Museum of Art
